index,song_name,recommendation
3424,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,"['Show Me A Good Time', 'Celos', ""Body Movin' - Fatboy Slim Remix / Remastered 2005"", 'And July', 'Pump It Up']"
3425,Lane Changing,"['Interlude', 'One Of Those Nights', 'Horsey', 'Bloody Mary', 'The Great Divide (from ""Secret of the Wings"")']"
3426,Love Scars Pt. 2 / Rack City,"['LoveHate Thing (feat. Sam Dew)', 'Empty', 'Vibe (If I Back It Up)', 'Fill Me Up - Live', 'Stalli (Freestyle)']"
3427,LOSING INTEREST,"['Forget To Forget You', 'I Refuse (Album Version)', 'Calor', 'Feeling Myself', 'A Different Way (with Lauv)']"
3428,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major","['Somewhere Out There - Instrumental', 'Falling Stars', 'Suite Bergamasque, L. 75: III. Clair de lune', 'Conscious Jorney', 'Saving Buckbeak']"
3429,Know,"['花 海', 'When a Man Loves a Woman', '4 The Betta', 'Murder Man', 'Summer Tiime']"
3430,Can't Have Everything,"['Appreciated', 'Notice', ""Don't Say Goodbye (feat. Tove Lo)"", 'Blank Space', 'Birds']"
3431,Mi Niña Mujer,"['Rob The Prez-O-Dent', 'El Muletas (En Vivo)', 'Las Monjitas', 'La Canoa Ranchaa', 'No Quería Engañarte']"
3432,All My Hope,"['I Find It Hard to Say (Rebel) - Live', 'Dunes', 'Can You Feel the Love Tonight', 'Jodi Bolo', 'Coast to Coast']"
3433,I Sip,"['Burn', '556', 'R.I.P. Kevin Miller', 'Back On The Map', 'Cross Me (feat. Chance the Rapper & PnB Rock)']"
3434,Hefner,"['Smoke Filled Room', 'No Soy Lo Que Piensas', 'Te Quiero Igual Que Ayer - Reggaebachata Version', 'DIFFERENT', 'Til The End']"
3435,Suicide Letter 2,"['Goodbye Baby', 'Little Liza Jane', 'Trampoline (with ZAYN)', 'Weight On Me', 'Pink Skies (Demo)']"
3436,Do You Wanna Do Nothing with Me?,"['Sleigh Ride', 'Still I Love You - Radio Version', 'Wonderful World (Re-Record)', 'What More Can I Say', 'Markitos Toys']"
3437,No One - Acoustic,"['Echo (Recorded at Spotify Studios NYC)', 'Autumn Leaves', 'Dear God - Live', 'Math and King Solomon', 'I Find It Hard to Say (Rebel) - Live']"
3438,Straight Jacket,"['Te Juro Que Te Amo', 'The City (with Quinn XCII)', 'Here Comes My Baby', 'Heart Of A Champion', 'Taciturn']"
3439,Somebody to Thank,"['1 2 3 (feat. Blac Youngsta)', 'Going Through Some Thangs', 'I Love You', 'Old Money', 'How Many Kings']"
3440,Te Voy A Olvidar,"['El Tóxico', 'Una Cheyenne 90', 'Cinnamon', 'Tu Historia Fue Conmigo', 'Una Entre Un Millón']"
3441,When Someone Stops Loving You,"['Moonlight', 'Anxiety', 'Dead Mom', 'This Feeling', 'gray']"
3442,Lay It All Down,"['Roaches', 'Siren', 'Honesty', 'Give Peace A Chance - Remastered 2010', 'Eat']"
3443,Sleeping Powder,"['Poetry', ""Don't Hold the Wall"", 'Walk on the wild side', 'Surrounded (Fight My Battles)', 'Jugando Al Amor']"
3444,Sacrifices,"['He Is The Same', 'Make You Fall In Love', 'Take Me Away', 'Ahora Quien', 'FaceTime']"
3445,Forget Me Thots,"['Velitas', 'Rompe - Remix', 'Rule The World (feat. Ariana Grande)', ""Whole Lotta Lovin'"", 'Of All Things (feat. Too $hort)']"
3446,No Cap,"['Valley of the Dolls', 'Throes of Perdition', ""There's No Solution"", 'God Is Dead?', ""You Don't Get Me High Anymore""]"
3447,I Think I Like When It Rains,"['Candyland', 'Locked Up - Remix', 'Couch Potato (Parody of ""Lose Yourself"" by Eminem)', 'Broken Things', 'Doctor']"
3448,Not My Baby,"['Step Out', 'Concept 1', 'Crowd Chant', 'Midnight Thunderstorm Part 2', '11:58']"
3449,Te Vas,"['Bendita Tu Luz', 'Replay', 'Shook Ones - Freestyle', 'Lonely', 'Casting Agents and Cowgirls']"
3450,Bulletproof,"['Alone', 'Kill The Lights', 'Prosthetics', 'Criticize', ""Breakn' a Sweat - Zedd Remix""]"
3451,13 Beaches,"['Hello, World', 'Strange Desire', 'Run', 'Untitled', ""She Just Won't Believe Me""]"
3452,Think & Drive,"[""Love Don't Run"", 'Happy', ""We Can't Stop"", 'While My Guitar Gently Weeps', 'Vibrate']"
3453,Como Antes (feat. Wisin),"[""90's Country"", 'Mírame', 'Dime Store Cowgirl', 'Right There', 'We Believe']"
3454,He's Fine,"['Star of the Show (feat. Chevy Woods)', 'When You Praise', '奏(かなで)', 'Three Year Old', 'Cold Beer Conversation']"
3455,Green Light,"['Reply (feat. Lil Uzi Vert)', 'Modest', 'no eres tu(soy yo)', 'Stereo Love - Extended Mix', 'Better Believe It (feat. Young Jeezy & Webbie)']"
3456,Probablemente,"[""It's Gonna Take an Airplane"", 'Por Favor Señora', 'Better Dig Two', 'Money over Everything', 'Rolling Stone']"
3457,Every Breath You Take,"['Sleep Talking', 'Meth Labs & Moonshine', 'Critter', 'Revolting Children', 'You Are My Heart']"
3458,Seashore,"['Shotta Flow 5', 'Pressure', 'Lonely Too Long', 'Bless The Lord (Son Of Man)', '18 Libras']"
3459,Perfect Places,"['My Sacrifice', 'Underdog', 'So What', 'You and Me', 'Stay Ur Distance']"
3460,Sad Nigga Hours,"['Hard Way Home', 'Willy Wonka (feat. Paulina & Jafé)', 'Smother Me', 'LAND OF THE FREE', 'Us vs the World']"
3461,Nobody's Lonely Tonight,"['給我一個理由忘記', 'On That Day', 'Champion', '人來人往', 'Time of Our Lives']"
3462,Killed Before,"['Eres Rey de los Cielos', 'Neighborhood Hero', 'Summer Tiime', 'Another One', 'Doc McStuffins Theme Song']"
3463,Nights With You,"[""Ponte Pa' Mi"", 'WINE (Feat.Changmo) (Prod. SUGA)', 'Promise To Love', 'The Way We Get By', 'The Best Is yet to Come']"
3464,crush on you,"['Old Devil Moon', 'The Late John Garfield Blues', 'Blood on the Risers (Gory Gory What a Helluva Way to Die)', 'Song to You', 'Special Victims And Ice-T']"
3465,Believe,"['Bon Bon Chocolat', 'Nervous', ""They Don't Know (feat. Mike Jones)"", 'Starry Eyed Surprise', 'Tomorrow Never Comes']"
3466,Waterfall Sounds,"['Chakra Expansion and Balance: Great for Holistic Healers, Reiki Masters', 'Be Still My Soul', 'Solar Chakra - Central Power', 'The Resurrection Stone', 'Gamma Freq Pads']"
3467,Talking,"['Dream, Ivory', 'Staring at the Sun', 'Born Slippy (Nuxx)', 'Not My Baby', 'The Veldt - 8 Minute Edit']"
3468,Born Again,"['Descansa Mi Amor', 'Right Behind You Baby', 'Esta Cobardia', 'Cajun Baby', 'Ganas Que Te Tengo']"
3469,Stranger Things (feat. OneRepublic),"['Guayando', 'Crazy', 'Butterflies', 'Start Over', 'Aliens Fighting Robots']"
3470,Stfu,"['WOW (feat. Sabrina Carpenter) - Remix', 'Quién Diría', 'Pink in the Night', 'My Confession', 'Native Tongue']"
3471,Breeze Rain,"['Soothing Approaching Storm with Warning Thunder Rolls', 'Cozy Submarine Cockpit', 'Pouring Rain', 'Kitzbuhel Mild Rain And Thunder 2 Redux - Redux', 'Flight']"
3472,Survivor,"['What About Me (feat. Sosamann)', 'Rebellion (The Clans Are Marching)', 'By Mistake', 'Doggin Lover Piano Version - Piano Version', ""Man's First Inhibition""]"
3473,Blow Your Mind (Mwah),"['One in a Lifetime Girl', 'Lame Niggaz', 'Rap Gamez Callin', 'Wild Boy - Remix', 'Move Shake Drop Remix']"
3474,Waste of Time,"[""Life's A Happy Song"", 'Queen Tings', 'Miracle of Love - Remastered Version', 'Long Trip Alone', 'Mess']"
3475,"Cigarette (Feat. Tablo, MISO)","['Sails to the Wind', 'Make You Fall In Love', 'Mr. Roboto', 'Take Me Away', 'Ahora Quien']"
3476,Not Afraid Anymore,"['Bones (feat. OneRepublic)', 'Catalina Fight Song', 'The Greatest Lie', 'Ebolarama', ""I Bet U Won't""]"
3477,New Rules,"['Irony of Dying on Your Birthday', ""She's Mine"", 'Do This Anymore', 'Days Go By', 'I Rep The West']"
3478,Hellfire,"['Te Ves Fatal', 'Por Que Al Conocerte', 'Ella se Hizo Deseo', 'El De Los Lentes Gucci', 'Juliana']"
3479,Whole Lot,"['I WIll Lift My Eyes', 'Survival', 'Gods Eyes', ""It's Me Bitches"", 'Feel The Volume']"
3480,Coolin and Booted,"['Freak (feat. Quavo)', 'Silvia', 'All I Wanna Do Is Make Love to You - EP Version', 'Ride', 'Forget the Lies']"
3481,Whole Wide World - Unpeeled,"['Estilo Especial', 'El Amor Más Bonito', 'Rob The Prez-O-Dent', 'Mi Niña Mujer', 'Cupid']"
3482,Pink Noise - BP 240 hz,"['The White River', 'Whisper to Me', 'Into the Light, Pt. 2', 'Masser', ""Once upon a time in America (Deborah's Theme)""]"
3483,We Don't Talk Anymore,"['For Ross', 'The Nutcracker - Ballet, Op.71, Act I: No. 7 - The Battle', ""How Far I'll Go"", 'Neverland - Piano Variation In Blue - Finding Neverland/Soundtrack Version', 'Suite in B-Flat Major, HWV 434: IV. Menuet']"
3484,WINE (Feat.Changmo) (Prod. SUGA),"['The Way We Get By', 'Promise To Love', ""Ponte Pa' Mi"", 'Nights With You', ""That's Why I Love You (feat. Sabrina Claudio)""]"
3485,El MZ,"['Rodolfo Campa Roldan', ""I'll Be Around (feat. Timbaland) - Club Mix"", 'Brother Down', 'J5 Christmas Medley', 'Thoia Thoing']"
3486,Me and My Friends Are Lonely,"['Mamita (feat. Natalia Lafourcade)', ""I Can't Stop Drinking About You"", '911', 'July', 'Clockwork']"
3487,I Think It's Time That I Emerge,"['Doc McStuffins Theme Song', 'Black Mambo', 'Heavy', 'Your Glory / Nothing But The Blood - Live', 'My Desire']"
3488,Losing My Mind,"['No Tengo Dinero', 'Art Is Hard', 'Die In a Fire (feat. EileMonty & Orko)', 'Weezy Baby', 'My Life Would Suck Without You (Glee Cast Version)']"
3489,Down For Me (feat. 24hrs),"['Love In This Club (feat. Young Jeezy)', 'forever rain', 'Some People Change', 'Tulane', 'Only One King']"
3490,Words Fail,"['Audition (The Fools Who Dream)', 'One Day The Only Butterflies Left Will Be In Your Chest As You March Towards Your Death (feat. Amy Lee)', 'Ragged Old Flag', 'Colors Of The Wind - From ""Pocahontas""', 'Memento Mori']"
3491,Ocean For Sleep,"['The Realm of Golden Helix', 'Gamma Freq Pads', 'Time Travel', 'Waterfall Sounds', 'Chakra Expansion and Balance: Great for Holistic Healers, Reiki Masters']"
3492,magnolia,"['Winter Wonderland (feat. Jack Jezzro)', ""Mary's Boy Child"", 'Joy To The World', 'Golden Slumbers', 'Somebody to Love']"
3493,ili,"['Evil Twin', 'Beg', 'Circulate', ""He's Able"", 'Melodies']"
3494,"El Diablo (Tema De La Película ""El Infierno"")","['Tango del Pecado (feat. Bajofondo Tango Club & Panasuyo)', 'Tu Angelito', 'Cinderella - Live Concert Version', 'No Pressure Intro', 'Press Trigger']"
3495,Forever,"['Butterfly', 'No Way', 'This Is Exile', 'In the Morning', 'Pon De Floor']"
3496,Change Me,"['Call Me Back', 'Where Yo Money at? (feat. Pacman)', 'Reality Check', 'Recuérdame', 'Draw Your Swords']"
3497,Lotus Eater,"['Back To The Shack', 'Iron Man Armored Adventures Theme', 'Necromancin Dancin', 'Pvp', ""We Weren't Born To Follow""]"
3498,Eternally Yours,"['Shy Ronnie 2: Ronnie & Clyde', 'Ferrari', 'Carrion', 'Arise', 'Monophobia']"
3499,First World Problemz / Nobody Carez,"['The Cause of Death', 'Adan y Eva', 'Giving You All My Love', 'Indescribable - Live', 'Slow Roll It']"
3500,Tryin' To Untangle My Mind,"['Amor De Unas Horas', 'Popular Song', ""Bustin' Out (On Funk)"", 'Live Like a Warrior', 'No Plan']"
3501,When I Pray for You,"['Eres', 'Gone Going', ""Ridin Spinners (feat. Lil' Flip) - Explicit Album Version"", 'Osaka Loop Line', 'good kid']"
3502,Pideme,"['Seis Pies Abajo', 'Bus Stop - 2003 Remaster', 'Loves Me Like a Rock', 'Guilty', 'Stand by Me']"
3503,Early 20 Rager,"['INTROVERSION 2.0', 'Running To The Edge Of The World', 'Ark', 'AWKWARD CAR DRIVE', 'Hard to Say']"
3504,Lights On,"['i luv him.', 'Little Rowboat', '你瞞我瞞', 'Lo Busqué', 'My Funny Friend and Me - From ""The Emperor\'s New Groove""/Soundtrack Version']"
3505,STAR,"[""7 12's"", 'As I Am', ""She's My Ride Home"", 'notice me (feat. BENEE)', 'King Of The Fall']"
3506,Purgatory,"['Fastlane', 'Deeper', 'Waterloo', 'Un Brindis Por Ti', ""I'll Be Around (feat. Timbaland) - Club Mix""]"
3507,Man Of Oil,"['The Man, The Myth, The Legend - Interlude', ""Don't Think Twice, It's Alright"", 'Cornbread and Butterbeans', ""I'll Go To My Grave Loving You"", 'Wash Away (reprise)']"
3508,Feelins,"['Catch Me (feat. Naaz)', 'Right Above It - Edited', 'Take It All Away', 'No Te Vayas', 'Tra Tra Tra Remix - Remix']"
3509,6 Feet,"['Underdog', 'So What', 'A Real Life', 'Pigskin', ""The One I'm Waiting For""]"
3510,Canopée,"['Roll With It (feat. Project Pat) - Explicit Album Version', 'Dia Especial (feat. Gustavo Cerati)', 'Stomp', 'Insomnia', 'Moist']"
3511,Your Song - Remastered,"['Mercy Said No', 'Sunny Road', '小城大事', 'Waking up Slow - Piano Version', '給我一個理由忘記']"
3512,i love being with you,"['Vivaldi: Le quattro stagioni (The Four Seasons), Op. 8: Violin Concerto No. 3 in F Major, RV 293, ""L\'Autunno"". III. Allegro', 'Sodom, South Georgia', 'Warm', 'The Jungle Book: The Bare Necessities (arr. for orchestra)', 'Winter Wonderland']"
3513,Run For Cover,"['Pretty Little Psycho', 'The Poison', 'All Alright', 'Remedy', 'Kickstarts']"
3514,La Llorona,"['Working My Way Back to You', 'The Breakup Song', 'Alone (feat. Tru)', 'Tere Naina', 'Who Let The Ghosts Out']"
3515,Brain Relaxation,"['Days of the Ring (feat. Annie Lennox Performing ""Into the West"")', 'O Come, O Come, Emmanuel', 'Angels we have heard on high', 'Once Upon a December', ""Boo's Tired""]"
3516,Peace Blossom Boogy,"['Put a Girl in It', 'El Paso del Gigante', 'Dat Sexy Body', 'Atomic Bomb', 'Shine']"
3517,Wake Up,"['Ella AKA Ganas De Volver A Amar', 'Necesito Dueña - Ranchera Version', 'Tu Vuo Fa \'L\'Americano - From ""The American"" Soundtrack', 'I Get High', 'El Mentado']"
3518,Stand Still,"['Hey There Delilah', 'Through the Night', 'Tere Liye', 'For The Dancing And The Dreaming', 'Please Come To Boston - Live']"
3519,Sober,"['A Kiss', 'Tequila', 'Dream Catch Me', 'What About Everything?', 'Liar mask']"
3520,Don't Kno,"['Closer', 'Love Love Love - AU Master', 'Nothing Left (feat. Will Heard)', 'IMPORTED (with 6LACK)', 'Darte']"
3521,"All of Me (feat. Logic, ROZES)","['Imperium', 'Crimson Day', 'Someone, Somewhere', 'Sunshine', ""If There's Time""]"
3522,Make You Fall In Love,"['Sacrifices', 'He Is The Same', 'Take Me Away', 'Ahora Quien', 'Sails to the Wind']"
3523,Hope You Do,"['Up Like Trump', 'By Mistake', 'Doggin Lover Piano Version - Piano Version', ""Man's First Inhibition"", 'Be Your Man']"
3524,LUV U NEED U,"['Sweet Home Chicago', 'I Like To Move It', 'Mount Zion Medley', 'Mary', 'Forest Green (feat. Mike G)']"
3525,How Far I'll Go,"['Neverland - Piano Variation In Blue - Finding Neverland/Soundtrack Version', 'A World Of Madness', ""We Don't Talk Anymore"", 'For Ross', 'Love Me Like You Do']"
3526,Rubble To Rubble,"['Outskirts of Heaven', 'Broken Glass', 'Inside Friend (feat. John Mayer)', 'Picture This', 'Good as Gold']"
3527,Enemy,"['Detlef Schrempf', 'Reality Check', 'The Louvre', ""Here's Lookin At You, Kid"", 'Young Nigga (feat. Puff Daddy)']"
3528,Younger Now,"['OooWee', 'FANTASTIC BABY - Japanese ver.', 'Taking It Out', 'Crushed', 'Let Me See (feat. Kevin Gates & Lil Skies)']"
3529,Wow,"['Little Acorns', 'Summer Fade (feat. Anna of the North)', 'Fine Again', 'Angel of Darkness - Video Mix', 'Blow Your Mind (Mwah)']"
3530,Rock You Like a Hurricane,"['Wild Reputation', 'Ass Back Home', ""Kick You When You're Down"", 'Nothing For Me Here', 'Hanging On By A Thread']"
3531,Deeply Scared,"['Moolah', 'All Day', 'WUNNA', 'Trap or Die', 'Career Day (with Lil Durk feat. Polo G)']"
3532,I Say a Little Prayer,"['Fairplay', 'Santa Claus Is Coming To Town', 'Enough', 'Santa Baby', 'Hell and High Water (feat. Alessia Cara)']"
3533,Mars (feat. Lil Uzi Vert),"['No Make Up', 'Kings & Queens', 'Not The Only One - Radio Edit', 'So Serious', 'Keii']"
3534,En Definitiva,"['Bills, Bills, Bills (Glee Cast Version) (feat. Darren Criss)', 'Hermit the Frog', '3 A.M.', 'I Like the Way You Love Me', 'Let It Bump']"
3535,Neon Guts (feat. Pharrell Williams),"['We don’t talk together', 'Couch Potato (Parody of ""Lose Yourself"" by Eminem)', 'Locked Up - Remix', 'Leave a Trace', ""You're On (feat. Kyan)""]"
3536,One I Want (feat. PARTYNEXTDOOR),"['4 The Betta', 'God Must Really Love Me', 'The Saints Are Coming', 'Angels (When She Shuts Her Eyes)', 'The End']"
3537,Need You Now - Acoustic,"['Love Me', 'Work Song', 'Dog Problems', 'Heather - Spotify Singles', 'Tere Liye']"
3538,Sleep Talking,"['Every Breath You Take', 'Meth Labs & Moonshine', 'Critter', 'Revolting Children', 'Who Let The Ghosts Out']"
3539,Made Love First,"['Feel Like Making Love', 'Hurts the Most', 'More Love', 'Never Setting Sun - Radio Edit', ""I'll Never Leave""]"
3540,Better Give U Up,"['Bird Call', '6locc 6a6y (feat. NLE Choppa) - Remix', 'Greenlight (feat. Flo Rida & LunchMoney Lewis)', 'Vacaciones', 'Real Friends']"
3541,Baby Shark,"['Undefeated', 'Brother', 'Perdóname', 'All Your Fault', ""Can't Shake You""]"
3542,Moonlight,"['When Someone Stops Loving You', 'Dead Mom', 'Anxiety', 'This Feeling', 'Sin Tu Amor']"
3543,Ghost,"[""Akoy Sa'Yo"", 'Hold Out', 'Chariot Of Fire', ""Forever Ain't Enough"", ""Don't Do Sadness/Blue Wind - Original Broadway Cast Recording/2006""]"
3544,FaceTime,"['Ahora Quien', 'Take Me Away', 'Tilted', 'He Is The Same', 'Sacrifices']"
3545,Some Girl (feat. Steve Lacy),"['The Ballad of the Kingsmen', 'Mírame', 'Y Qué Me Importa', 'Como Antes (feat. Wisin)', ""90's Country""]"
3546,HEROES,"['The One', ""Mowgli's Road"", 'The Chain - 2002 Remaster', 'Hope World', 'Original Sin']"
3547,Broken Things,"['Locked Up - Remix', 'Hospital', '1 Mo Time', 'Money Bag', 'I Think I Like When It Rains']"
3548,Helpless,"['How to Love (feat. Sofia Reyes) - Boombox Cartel Remix', 'Good As New', 'Back To Sleep REMIX (feat. Usher & ZAYN)', 'Pistol Pistol (Remix)', 'Bullyar']"
3549,Vacaciones,"['Bird Call', 'Dream Catch Me', '6locc 6a6y (feat. NLE Choppa) - Remix', 'Pink Fluffy Unicorns Dancing On Rainbows', 'A Kiss']"
3550,Chronic Sunshine,"['Supply & Demand', 'Your Biggest Fan', 'Death of an Interior Decorator', 'Tell Me How You Like It', ""Livin' On a High Wire""]"
3551,Iron Man,"['Handle With Care', 'Country Roads', 'Warbrain', 'Duck Or Ape', 'Predictable']"
3552,Feather in Her Halo,"['Maybach Music', 'Mother Superior', 'The Hurt & The Healer', 'Moonwalking in Calabasas', 'Lane Changing']"
3553,Find You,"['Promise Me', 'Dangerous', ""Don't Get Close"", 'I Wanna Benz', 'Talk Up (feat. Jay-Z)']"
3554,Balance Rain,"['Flight', 'Soggy Afternoon', ""The Black Hawk War, Or, How to Demolish an Entire Civilization and Still Feel Good About Yourself In the Morning, Or, We Apologize for the Inconvenience But You're Going to Have to Leave Now, Or..."", 'Breeze Rain', 'Soothing Approaching Storm with Warning Thunder Rolls']"
3555,Ending Scene,"['West', 'I Love You Too Much', 'Almost Lover', 'Gale Song', 'Bottles and Bibles (Live)']"
3556,My Type,"['Team', 'American Hero', 'Sing Me to Sleep - Marshmello Remix', 'RACECAR (feat. Clairo, Coco & Clair Clair)', 'Put It Down - Main Version - Explicit']"
3557,Vacation,"['THE END', 'My Life Would Suck Without You (Glee Cast Version)', 'Smile', 'No Sucker (feat. Moneybagg Yo)', 'Weezy Baby']"
3558,Quit Lyin,"['Trillionaire (feat. Youngboy Never Broke Again)', 'Ballin', 'Never Setting Sun - Radio Edit', 'It Takes Time to Be a Man', 'Mind Of A Junkie']"
3559,Proud Corazón,"['Make Out With Me', 'My Whole Family... (live)', 'One Little Christmas Tree', 'The Duck Song (The Duck and the Lemonade Stand)', 'Malaguena Salerosa']"
3560,Echo,"['Go Ahead and Break My Heart (feat. Gwen Stefani)', 'Goat', ""Bootleggin'"", ""I'm Sprung 2"", 'Stomp']"
3561,Bon appétit,"['Banned from TV', 'No Te Creo', 'Good Goodbye (feat. Pusha T and Stormzy)', 'Wonder Woman', ""Maybe You're the Reason""]"
3562,Lights Out,"['Code Red', 'Wild Reputation', 'Hanging On By A Thread', 'Dive In', 'Young Volcanoes']"
3563,Pleading The Fifth (feat. Quavo),"['in my miNd', ""Baby, It's Cold Outside (with Nick Lachey)"", 'Crazy as a Loon', 'Rolling Stone', '2080']"
3564,Signs of Jealousy,"['The Winner Takes It All', 'Everyday America', 'Esta Noche', 'My Toy Soldier', 'Miss That Girl']"
3565,When We Love,"['BTSTU (Demo)', 'Poli', 'My Heart I Surrender', 'Folding Chair', 'Daughters']"
3566,"Gucci On My (feat. 21 Savage, YG & Migos)","['Believe', 'Sober - Acoustic Live', 'Recuérdame', 'Draw Your Swords', 'This Down Here (feat. Colt Ford)']"
3567,Brain X 1000,"['Your Hand In Mine - From ""Friday Night Lights"" Soundtrack / With Strings', 'The Werewolf Scene', 'Highschool Lover', 'lit(var)', 'Vigil']"
3568,Hey! Baby - Remastered,"['Iine!Pt.2 - Ano Bashode -', ""There's Your Trouble"", 'Tres Vueltas', 'On Fire', 'Kya Mujhe Pyaar Hai']"
3569,Transform (feat. Charlotte Day Wilson),"['Riot', '止戰之殤', 'Bernadette', 'Winter Wonderland', 'Second Chance - Acoustic [Bonus Track]']"
3570,Lonely,"['Amame', 'Hold Up (feat. Nipsey Hustle)', 'Picasso', 'Sun Go Down', 'Heart Of A Woman']"
